exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p	lo_ci	up_ci	or	or_lci95	or_uci95
exposure	outcome	I6Thxz	h1QrQG	NA	rs111614197	-0.143829029733959	0.480892018779343	0.764872905848905	-1.08637738654147	0.798719327073552	0.866035801773883	0.337436684907935	2.22269256278038
exposure	outcome	I6Thxz	h1QrQG	NA	rs111895355	-0.0671131910766246	0.154437439379243	0.663877803923863	-0.369810572259942	0.235584190106693	0.93508935157582	0.690865187274135	1.26564793180631
exposure	outcome	I6Thxz	h1QrQG	NA	rs11215455	-0.283604325699746	0.227746819338422	0.213035675251559	-0.729988091603053	0.162779440203562	0.753064554055245	0.481914728887918	1.17677711134312
exposure	outcome	I6Thxz	h1QrQG	NA	rs11215590	-0.340168157423971	0.21145259391771	0.107677435156379	-0.754615241502683	0.0742789266547406	0.711650643361447	0.470191490102821	1.077107197508
exposure	outcome	I6Thxz	h1QrQG	NA	rs11215814	0.112578960709759	0.244195183776933	0.644783970931497	-0.366043599493029	0.591201520912548	1.11916062314114	0.693472565498344	1.80615724789283
exposure	outcome	I6Thxz	h1QrQG	NA	rs11216047	0.123690579710145	0.0938246376811594	0.187397677832758	-0.0602057101449276	0.307586869565217	1.13166565650478	0.941570822990358	1.36013895805001
exposure	outcome	I6Thxz	h1QrQG	NA	rs11216068	0.112449139280125	0.0902104851330204	0.212573692263074	-0.0643634115805947	0.289261690140845	1.11901534153959	0.937664179583953	1.33544115458967
exposure	outcome	I6Thxz	h1QrQG	NA	rs11216101	-0.191274650867541	0.235398222598392	0.416471661643955	-0.652655167160389	0.270105865425307	0.825905721275172	0.520661496519314	1.31010313801793
exposure	outcome	I6Thxz	h1QrQG	NA	rs11216164	-0.00174655567991046	0.0344566312255176	0.95957372370365	-0.069281552881925	0.0657884415221041	0.998254968660883	0.933063936251525	1.06800074865128
exposure	outcome	I6Thxz	h1QrQG	NA	rs11216221	-0.315587852494577	0.160073752711497	0.0486649647880129	-0.629332407809111	-0.00184329718004339	0.729359992130871	0.532947473843175	0.998158400648842
exposure	outcome	I6Thxz	h1QrQG	NA	rs11216236	0.0111039610607586	0.121619671030547	0.927253662042732	-0.227270594159114	0.249478516280631	1.01116583885383	0.796705169354292	1.28335599289966
exposure	outcome	I6Thxz	h1QrQG	NA	rs11216380	0.0502150519978106	0.321831417624521	0.876010119023602	-0.580574526546251	0.681004630541872	1.05149719863654	0.559576782478751	1.97586174651997
exposure	outcome	I6Thxz	h1QrQG	NA	rs11216527	-0.171853956228956	0.128055976430976	0.179588815335175	-0.42284367003367	0.0791357575757576	0.842102147961722	0.655181049537634	1.08235124947858
exposure	outcome	I6Thxz	h1QrQG	NA	rs11216528	-0.00481044083526682	0.154258468677494	0.975122568518076	-0.307157039443155	0.297536157772622	0.995201110804998	0.735535083817137	1.34653706225349
exposure	outcome	I6Thxz	h1QrQG	NA	rs11216564	0.0327075043630017	0.269279232111693	0.903324198826307	-0.495079790575916	0.56049479930192	1.03324827442569	0.60952227122293	1.75153894616787
exposure	outcome	I6Thxz	h1QrQG	NA	rs11217601	-0.0257089887640449	0.24801872659176	0.917441194622099	-0.511825692883895	0.460407715355805	0.974618673328434	0.599400258470734	1.58471996796253
exposure	outcome	I6Thxz	h1QrQG	NA	rs11217788	0.130213358070501	0.170954545454545	0.446248570839292	-0.204857551020408	0.46528426716141	1.13907138747365	0.814763370356051	1.59246681057119
exposure	outcome	I6Thxz	h1QrQG	NA	rs112319461	0.0819298440979955	0.136369710467706	0.547978469641917	-0.185354788418708	0.349214476614699	1.08537966136929	0.830809469978843	1.41795327554958
exposure	outcome	I6Thxz	h1QrQG	NA	rs112444974	0.0955693146417446	0.248046728971963	0.7000243900871	-0.390602274143302	0.581740903426791	1.10028508525733	0.676649223420284	1.78915045925911
exposure	outcome	I6Thxz	h1QrQG	NA	rs112597814	-0.247012053778396	0.401504404265183	0.538411884997875	-1.03396068613815	0.539936578581363	0.781131277891308	0.355595764546249	1.71589803404632
exposure	outcome	I6Thxz	h1QrQG	NA	rs112769294	-0.165207078711041	0.166919175911252	0.322299772768823	-0.492368663497095	0.161954506075013	0.847718141530835	0.611177005641679	1.17580674804021
exposure	outcome	I6Thxz	h1QrQG	NA	rs113184164	-0.102141009852217	0.170573275862069	0.549299489320363	-0.436464630541872	0.232182610837438	0.902902224582646	0.646317357376661	1.2613500439865
exposure	outcome	I6Thxz	h1QrQG	NA	rs113463052	-0.106923003802281	0.151910171102662	0.481521969646016	-0.404666939163498	0.190820931558935	0.898594858714163	0.667198991710843	1.21024271640008
exposure	outcome	I6Thxz	h1QrQG	NA	rs113808008	-0.33018029788346	0.170349098510583	0.0525919005691247	-0.664064530964202	0.00370393519728246	0.718794124688862	0.514754839758893	1.00371080324224
exposure	outcome	I6Thxz	h1QrQG	NA	rs1145185	-0.0117673097534834	0.144056806002144	0.934897043608367	-0.294118649517685	0.270584030010718	0.988301654263896	0.745188069992722	1.31072973273753
exposure	outcome	I6Thxz	h1QrQG	NA	rs11599950	-0.0419972911963883	0.146801354401806	0.774814972596686	-0.329727945823928	0.245733363431151	0.958872377965927	0.719119346243318	1.27855861760523
exposure	outcome	I6Thxz	h1QrQG	NA	rs11602570	-0.125617061021171	0.168661892901619	0.456400940270444	-0.456194371108344	0.204960249066002	0.881952516121814	0.633690653972557	1.22747627066516
exposure	outcome	I6Thxz	h1QrQG	NA	rs11606719	-0.068437628653767	0.0965520790448744	0.47843885905555	-0.257679703581721	0.120804446274187	0.933851703875085	0.772842731226976	1.1284042271393
exposure	outcome	I6Thxz	h1QrQG	NA	rs116585768	-0.0169754598825832	0.112619178082192	0.880186107055415	-0.237709048923679	0.203758129158513	0.983167811392404	0.788432052880015	1.22600158355717
exposure	outcome	I6Thxz	h1QrQG	NA	rs116896537	0.151532258064516	0.211267369727047	0.473217700231361	-0.262551786600496	0.565616302729528	1.16361583719901	0.769086534960132	1.76053246940612
exposure	outcome	I6Thxz	h1QrQG	NA	rs116979073	0.20154495412844	0.139150917431193	0.147507694888237	-0.0711908440366973	0.474280752293578	1.22329122781775	0.931284145141584	1.6068580527894
exposure	outcome	I6Thxz	h1QrQG	NA	rs117070650	0.0543320902845927	0.255128557409225	0.83135842926626	-0.445719882237488	0.554384062806673	1.05583517654495	0.640363124026136	1.74086838889273
exposure	outcome	I6Thxz	h1QrQG	NA	rs117088158	0.039672582697201	0.212142493638677	0.851653476279987	-0.376126704834606	0.455471870229008	1.04047005051843	0.686515342718417	1.57691730783338
exposure	outcome	I6Thxz	h1QrQG	NA	rs117117915	-0.0431941764008803	0.0798213983409514	0.58841432824698	-0.199644117149145	0.113255764347384	0.957725404338549	0.819022177165812	1.11991833150294
exposure	outcome	I6Thxz	h1QrQG	NA	rs117250175	0.211590301523158	0.405943425551756	0.602205854636888	-0.584058812558284	1.0072394156046	1.23564154090414	0.557630449682051	2.73803200395263
exposure	outcome	I6Thxz	h1QrQG	NA	rs117319080	-0.0155356364308147	0.0507049695178275	0.759305607023095	-0.114917376685757	0.0838461038241271	0.984584419052006	0.891439794574435	1.08746152476036
exposure	outcome	I6Thxz	h1QrQG	NA	rs117565696	-0.00710484708597807	0.796278130409694	0.992880913888139	-1.56780998268898	1.55360028851702	0.992920332672013	0.208501304182901	4.72846340648623
exposure	outcome	I6Thxz	h1QrQG	NA	rs117568071	-0.0341490980392157	0.205398431372549	0.867954048772223	-0.436730023529412	0.36843182745098	0.966427401464421	0.646145852041451	1.44546609616145
exposure	outcome	I6Thxz	h1QrQG	NA	rs117671204	-0.14732676056338	0.401000938967136	0.71332250247734	-0.933288600938967	0.638635079812206	0.86301193307289	0.393258311861046	1.89389410004224
exposure	outcome	I6Thxz	h1QrQG	NA	rs117689213	0.0459054747647562	0.168464499572284	0.785242617477551	-0.28428494439692	0.376095893926433	1.04697544067959	0.752552178625504	1.45658680490208
exposure	outcome	I6Thxz	h1QrQG	NA	rs117772708	-0.166815314335436	0.35153795953883	0.635121997131094	-0.855829715031542	0.52219908636067	0.846355906707075	0.424930473573715	1.6857306438713
exposure	outcome	I6Thxz	h1QrQG	NA	rs117780889	-0.215683639792551	0.248701084394154	0.38581027858148	-0.703137765205092	0.271770485619991	0.8059902447855	0.495029577731779	1.31228577828812
exposure	outcome	I6Thxz	h1QrQG	NA	rs117786109	0.191670528602462	0.243627081824765	0.431435625632426	-0.285838551774077	0.669179608979001	1.21127137194337	0.751383915754989	1.95263473934672
exposure	outcome	I6Thxz	h1QrQG	NA	rs117791796	-0.161460074859638	0.118740798502807	0.173902987190471	-0.39419203992514	0.071271890205864	0.850900503109228	0.674224565772034	1.07387316177433
exposure	outcome	I6Thxz	h1QrQG	NA	rs117863024	-0.281064770932069	0.226686808846761	0.215019243254538	-0.725370916271722	0.163241374407583	0.754979433174921	0.484144958404239	1.17732083051293
exposure	outcome	I6Thxz	h1QrQG	NA	rs117921077	-0.0876285308056872	0.240725118483412	0.715843778266522	-0.559449763033175	0.384192701421801	0.916101116868839	0.571523450677225	1.4684283826567
exposure	outcome	I6Thxz	h1QrQG	NA	rs118114178	0.0108094376528117	0.366277261613692	0.976456546565256	-0.707093995110024	0.728712870415648	1.01086807069697	0.493074995849564	2.07241142819251
exposure	outcome	I6Thxz	h1QrQG	NA	rs118184752	-0.0636151698464402	0.384761284318288	0.868678955860117	-0.817747287110284	0.690516947417403	0.938366041604221	0.441424938943419	1.99474644577986
exposure	outcome	I6Thxz	h1QrQG	NA	rs11820796	0.142035023041475	0.142369585253456	0.318449085039486	-0.1370093640553	0.421079410138249	1.15261701598366	0.871962060992922	1.52360526330957
exposure	outcome	I6Thxz	h1QrQG	NA	rs11822909	0.0466629752066116	0.223953719008264	0.834947961861739	-0.392286314049587	0.48561226446281	1.04776882549526	0.675510678072463	1.6251697379711
exposure	outcome	I6Thxz	h1QrQG	NA	rs11826230	-0.0292517433751743	0.30726220362622	0.924154983572922	-0.631485662482566	0.572982175732218	0.971171947586184	0.531801136825104	1.77354820527307
exposure	outcome	I6Thxz	h1QrQG	NA	rs11999	0.306145427286357	0.177533733133433	0.084629298804874	-0.0418206896551724	0.654111544227886	1.3581798085904	0.959041731259292	1.92343287297883
exposure	outcome	I6Thxz	h1QrQG	NA	rs12211087	0.167199004975124	0.115608955223881	0.148108177158621	-0.0593945472636816	0.39379255721393	1.18198946368858	0.942334900145649	1.48259296355773
exposure	outcome	I6Thxz	h1QrQG	NA	rs12225758	0.0938981562774363	0.256920983318701	0.714756981654172	-0.409666971027217	0.59746328358209	1.09844787020021	0.663871301703655	1.8175024593637
exposure	outcome	I6Thxz	h1QrQG	NA	rs12282721	0.0893547990155866	0.0670110746513536	0.182389647586767	-0.0419869073010665	0.22069650533224	1.09346854907507	0.958882334848023	1.24694493199297
exposure	outcome	I6Thxz	h1QrQG	NA	rs12286975	0.237849774339136	0.25369696969697	0.348483457549874	-0.259396286266925	0.735095834945197	1.26851861446321	0.771517220775797	2.08568186413468
exposure	outcome	I6Thxz	h1QrQG	NA	rs12363023	-0.275242295430393	0.123148777895855	0.0254148023139082	-0.51661390010627	-0.0338706907545165	0.759388104664785	0.596537066073637	0.966696499350789
exposure	outcome	I6Thxz	h1QrQG	NA	rs1263164	0.0201128310331966	0.021490861618799	0.349335851153201	-0.0220092577396494	0.0622349198060425	1.02031645689227	0.97823117879972	1.06421231991661
exposure	outcome	I6Thxz	h1QrQG	NA	rs1264323	0.505309090909091	0.187062809917355	0.00690730898936585	0.138665983471074	0.871952198347107	1.65749775878175	1.14874033765547	2.39157512826061
exposure	outcome	I6Thxz	h1QrQG	NA	rs12718462	0.0822630774456522	0.0356455502717391	0.0210098312611268	0.0123977989130435	0.152128355978261	1.08574140633672	1.0124749702103	1.16430967294844
exposure	outcome	I6Thxz	h1QrQG	NA	rs12804297	0.106625987078248	0.074667623833453	0.153289467603708	-0.0397225556353195	0.252974529791816	1.11251808051916	0.961056041749845	1.28785047459719
exposure	outcome	I6Thxz	h1QrQG	NA	rs13197153	0.0768703597944032	0.278730439748715	0.782711316384828	-0.469441302113078	0.623182021701885	1.07990206859128	0.625351553292624	1.86485261227459
exposure	outcome	I6Thxz	h1QrQG	NA	rs13206144	0.0679140926640927	0.150148166023166	0.651042911158407	-0.226376312741313	0.362204498069498	1.07027336019625	0.797417966655898	1.43649267190398
exposure	outcome	I6Thxz	h1QrQG	NA	rs13699	-0.0149385457731056	0.178766535260622	0.933402650209444	-0.365320954883925	0.335443863337714	0.985172480755951	0.693973880823956	1.39856101743553
exposure	outcome	I6Thxz	h1QrQG	NA	rs138092393	0.460025129342203	0.220847745750185	0.037251522814892	0.0271635476718404	0.892886711012565	1.58411379223189	1.02753584011644	2.44216932273129
exposure	outcome	I6Thxz	h1QrQG	NA	rs138675053	0.1412859375	0.147137890625	0.336940426167414	-0.147104328125	0.429676203125	1.1517539305449	0.863203916272369	1.53675984494382
exposure	outcome	I6Thxz	h1QrQG	NA	rs138962675	0.0895952574525745	0.10859620596206	0.409353881140399	-0.123253306233062	0.302443821138211	1.09373151442812	0.884039701429996	1.35316165520419
exposure	outcome	I6Thxz	h1QrQG	NA	rs139447106	0.071460170567955	0.0597312647432408	0.231555616068116	-0.0456131083287969	0.188533449464707	1.07407537003739	0.955411531458562	1.2074774717862
exposure	outcome	I6Thxz	h1QrQG	NA	rs139831408	0.699276729559748	0.34825534591195	0.0446493962381453	0.016696251572327	1.38185720754717	2.01229674625351	1.01683641295061	3.98229070419722
exposure	outcome	I6Thxz	h1QrQG	NA	rs139886195	0.181517688679245	0.243923349056604	0.456780454660061	-0.296572075471698	0.659607452830189	1.19903574588084	0.74336204716303	1.93403298619673
exposure	outcome	I6Thxz	h1QrQG	NA	rs139988530	0.571105337742088	0.352890410958904	0.10558405305031	-0.120559867737364	1.26277054322154	1.77022266435105	0.886424017556534	3.53520236288303
exposure	outcome	I6Thxz	h1QrQG	NA	rs140140760	-0.195678348909657	0.294203271028037	0.505978375362835	-0.772316760124611	0.380960062305296	0.822276678336761	0.461941619721314	1.46368914787208
exposure	outcome	I6Thxz	h1QrQG	NA	rs140527737	0.284288782816229	0.376828162291169	0.450593751626039	-0.454294415274463	1.02287198090692	1.32881661475372	0.63489578271061	2.78117077437002
exposure	outcome	I6Thxz	h1QrQG	NA	rs141047910	-0.370666465256798	0.366429607250755	0.311747263086834	-1.08886849546828	0.347535564954683	0.690274133574019	0.336597139503613	1.41557465456788
exposure	outcome	I6Thxz	h1QrQG	NA	rs141175189	-0.330028352707684	0.366101502693507	0.367340174518603	-1.04758729798696	0.38753059257159	0.718903350286425	0.350783063959236	1.47333802612861
exposure	outcome	I6Thxz	h1QrQG	NA	rs141382640	-0.134509232264334	0.225339164237123	0.550561450388258	-0.576173994169096	0.307155529640428	0.87414480850338	0.562044644197805	1.35955240232568
exposure	outcome	I6Thxz	h1QrQG	NA	rs141414463	0.541949801849406	0.243214002642008	0.0258616014611212	0.0652503566710701	1.01864924702774	1.71935599955442	1.06742622821177	2.76945139164902
exposure	outcome	I6Thxz	h1QrQG	NA	rs141438728	-0.162186658506732	0.202489290085679	0.423152410734866	-0.559065667074663	0.2346923500612	0.850282477269289	0.571743012688566	1.26451967948231
exposure	outcome	I6Thxz	h1QrQG	NA	rs142334475	-0.905721212121212	0.403489696969697	0.0247861420137942	-1.69656101818182	-0.114881406060606	0.404250229777265	0.183312850871945	0.891471860797847
exposure	outcome	I6Thxz	h1QrQG	NA	rs142448241	-0.0656594479830149	0.197644585987261	0.73973092219867	-0.453042836518047	0.321723940552017	0.936449719835983	0.635690902258363	1.37950389830257
exposure	outcome	I6Thxz	h1QrQG	NA	rs142728300	0.1052	0.131221501706485	0.422727741249692	-0.15199414334471	0.36239414334471	1.11093277469347	0.858993311554114	1.43676512178568
exposure	outcome	I6Thxz	h1QrQG	NA	rs142975267	-0.0441903356694946	0.1337185540391	0.741042794199675	-0.306278701586131	0.217898030247141	0.956771832333881	0.736181415933854	1.2434602658182
exposure	outcome	I6Thxz	h1QrQG	NA	rs143648302	0.429465463596764	0.307980709396391	0.163180030377855	-0.174176726820162	1.03310765401369	1.53643602302133	0.840148407781175	2.80978411787033
exposure	outcome	I6Thxz	h1QrQG	NA	rs143791312	0.083066763425254	0.061396710208031	0.176071165428058	-0.0372707885824867	0.203404315432995	1.08661435222266	0.963415218182675	1.22556788409834
exposure	outcome	I6Thxz	h1QrQG	NA	rs144199381	-0.0298444015444015	0.21142250413679	0.887743541757312	-0.44423250965251	0.384543706563707	0.97059654512305	0.64131629126293	1.46894389903869
exposure	outcome	I6Thxz	h1QrQG	NA	rs144466751	-0.24038856775851	0.132412973667309	0.0694554387107309	-0.499917996146436	0.0191408606294156	0.786322262218572	0.606580399603438	1.01932522129755
exposure	outcome	I6Thxz	h1QrQG	NA	rs144848827	0.0362009724473258	0.0567716369529984	0.523695368257602	-0.075071435980551	0.147473380875203	1.03686420669006	0.927677214430034	1.1589024354506
exposure	outcome	I6Thxz	h1QrQG	NA	rs145123934	-0.0354012066365008	0.135897435897436	0.794478543317474	-0.301760180995475	0.230957767722474	0.965218086661121	0.739515393470793	1.25980603384769
exposure	outcome	I6Thxz	h1QrQG	NA	rs145164840	0.345079347000759	0.266523158694002	0.195408444015627	-0.177306044039484	0.867464738041002	1.41210196127791	0.837523426244003	2.38086707375751
exposure	outcome	I6Thxz	h1QrQG	NA	rs145543438	-0.279271987798678	0.289173868835791	0.33416527103191	-0.846052770716828	0.287508795119471	0.756334161573036	0.429105370764137	1.33310231690579
exposure	outcome	I6Thxz	h1QrQG	NA	rs146756187	-0.088992686494393	0.185765967820575	0.631897316043753	-0.453093983422721	0.275108610433935	0.91485226432715	0.635658389467855	1.31667367160084
exposure	outcome	I6Thxz	h1QrQG	NA	rs146904461	-0.0267055875720371	0.158955650212979	0.86657814014402	-0.338258661989476	0.284847486845402	0.973647853359712	0.713010835242703	1.32955923738422
exposure	outcome	I6Thxz	h1QrQG	NA	rs146995566	0.547819683413627	0.298388162422574	0.0663680575080215	-0.037021114934618	1.13266048176187	1.72947809432379	0.963655787605284	3.10390340328763
exposure	outcome	I6Thxz	h1QrQG	NA	rs147068669	0.0507989396951624	0.183188866799205	0.781546964287199	-0.308251239231279	0.409849118621604	1.05211133419027	0.734730701641925	1.50659045151908
exposure	outcome	I6Thxz	h1QrQG	NA	rs147796468	-0.170442185514612	0.213966010165184	0.425691898225279	-0.589815565438374	0.248931194409149	0.8432918427032	0.554429531272873	1.28265377628263
exposure	outcome	I6Thxz	h1QrQG	NA	rs147875299	0.331181325301205	0.373737951807229	0.375546160957527	-0.401345060240964	1.06370771084337	1.39261228525791	0.669419031288394	2.89709268246924
exposure	outcome	I6Thxz	h1QrQG	NA	rs148420437	-0.0593603698255936	0.0866198781256566	0.493156326345142	-0.229135330951881	0.110414591300693	0.942367107288733	0.795220908220277	1.11674096558555
exposure	outcome	I6Thxz	h1QrQG	NA	rs148920085	0.0101986618004866	0.307255474452555	0.97352085974346	-0.592022068126521	0.612419391727494	1.01025084540184	0.553207529692409	1.84488951407188
exposure	outcome	I6Thxz	h1QrQG	NA	rs149058080	-0.253057380007218	0.641627571273908	0.693286358264178	-1.51064741970408	1.00453265968964	0.776423329369297	0.22076700277429	2.7306308407205
exposure	outcome	I6Thxz	h1QrQG	NA	rs149070287	-0.126490999379268	0.202050279329609	0.531290514926042	-0.522509546865301	0.269527548106766	0.881182080693527	0.59303044132095	1.30934570172451
exposure	outcome	I6Thxz	h1QrQG	NA	rs149137426	0.0279034582132565	0.0567263848863272	0.622793160367823	-0.0832802561639449	0.139087172590458	1.0282964060569	0.920093249278554	1.14922427649442
exposure	outcome	I6Thxz	h1QrQG	NA	rs149304774	-0.0920068337129841	0.198737129840547	0.643394870818034	-0.481531608200456	0.297517940774487	0.912098916501585	0.617836383496917	1.34651253261377
exposure	outcome	I6Thxz	h1QrQG	NA	rs149307133	0.0679278743156391	0.0752237562485123	0.366520092445359	-0.0795106879314449	0.215366436562723	1.0702881104324	0.923568148882796	1.2403163109497
exposure	outcome	I6Thxz	h1QrQG	NA	rs149395240	0.216031353135314	0.123701320132013	0.0807423576074728	-0.0264232343234323	0.458485940594059	1.24114129206152	0.973922804808996	1.58167741760831
exposure	outcome	I6Thxz	h1QrQG	NA	rs149720640	0.146960518562169	0.206970536240424	0.477669867073161	-0.258701732469063	0.5526227695934	1.15830823045268	0.772053267126567	1.73780490785031
exposure	outcome	I6Thxz	h1QrQG	NA	rs150902999	0.753025737602009	0.658223477715003	0.252612246358168	-0.537092278719398	2.04314375392341	2.12341520360835	0.584445187780638	7.71482462544877
exposure	outcome	I6Thxz	h1QrQG	NA	rs151023406	0.558492415402567	0.439809218203034	0.204137515814239	-0.303533652275379	1.42051848308051	1.74803520187425	0.738205046434286	4.13926602337792
exposure	outcome	I6Thxz	h1QrQG	NA	rs151194111	0.45512570260603	0.438877363311191	0.299725369054422	-0.405073929483904	1.31532533469596	1.57637152458899	0.666927503429731	3.7259629731207
exposure	outcome	I6Thxz	h1QrQG	NA	rs151311581	-0.203794789436117	0.279994289793005	0.466703345713165	-0.752583597430407	0.344994018558173	0.815629729851605	0.47114772288995	1.41198147395735
exposure	outcome	I6Thxz	h1QrQG	NA	rs1698199	0.13734332688588	0.288389748549323	0.63390194060653	-0.427900580270793	0.702587234042553	1.14722195305524	0.651876220934536	2.01896950265357
exposure	outcome	I6Thxz	h1QrQG	NA	rs1698212	-0.375890076335878	0.206645801526718	0.06891042353476	-0.780915847328244	0.0291356946564885	0.686677811034877	0.457986373575897	1.02956429136971
exposure	outcome	I6Thxz	h1QrQG	NA	rs17092631	0.0200629335260116	0.114315751445087	0.860683202685419	-0.203995939306358	0.244121806358382	1.02026554691469	0.815465682536882	1.2764998068132
exposure	outcome	I6Thxz	h1QrQG	NA	rs17124590	-0.270907655880032	0.264130228887135	0.305052151162732	-0.788602904498816	0.246787592738753	0.762686922805981	0.454479302934767	1.2799072223158
exposure	outcome	I6Thxz	h1QrQG	NA	rs17417498	-0.291409318996416	0.222544086021505	0.190383537679534	-0.727595727598566	0.144777089605735	0.747209768262568	0.483069024535679	1.15578190575074
exposure	outcome	I6Thxz	h1QrQG	NA	rs17490647	0.0662400332225914	0.237985465116279	0.780754086118458	-0.400211478405316	0.532691544850498	1.06848315784328	0.670178302809597	1.70351122053426
exposure	outcome	I6Thxz	h1QrQG	NA	rs17519079	-0.0244093203883495	0.238454368932039	0.918467166987754	-0.491779883495146	0.442961242718447	0.9758861778859	0.611536960396935	1.5573119759934
exposure	outcome	I6Thxz	h1QrQG	NA	rs17540777	-0.235978125	0.245152083333333	0.335759090628668	-0.716476208333333	0.244519958333333	0.789797950574008	0.488470495083644	1.2770081489243
exposure	outcome	I6Thxz	h1QrQG	NA	rs1791905	0.0166916091954023	0.215438697318008	0.938243846701054	-0.405568237547893	0.438951455938697	1.01683169242367	0.666597917251953	1.55107998983799
exposure	outcome	I6Thxz	h1QrQG	NA	rs1791919	-0.127091571279917	0.245976066597294	0.605377694321778	-0.609204661810614	0.35502151925078	0.880653026379986	0.543783188668263	1.42621134495086
exposure	outcome	I6Thxz	h1QrQG	NA	rs183046514	-0.0795821056413942	0.181428314768236	0.660920852235857	-0.435181602587136	0.276017391304348	0.923502192115889	0.647147132812518	1.31787078331989
exposure	outcome	I6Thxz	h1QrQG	NA	rs183075871	0.112224264705882	0.128367647058824	0.38198700291963	-0.139376323529412	0.363824852941177	1.11876373173248	0.869900602788045	1.43882218661359
exposure	outcome	I6Thxz	h1QrQG	NA	rs183571992	-0.741494427558257	0.525278622087133	0.158061533075828	-1.77104052684904	0.288051671732523	0.476401435844483	0.170155844954719	1.33382622345463
exposure	outcome	I6Thxz	h1QrQG	NA	rs184029582	0.355514639175258	1.0864824742268	0.743504387989203	-1.77399101030928	2.48502028865979	1.42691481161403	0.169654542853963	12.0013637439472
exposure	outcome	I6Thxz	h1QrQG	NA	rs185095095	0.0628261977573904	0.278690621814475	0.821642065705018	-0.483407420998981	0.609059816513761	1.06484175126303	0.616678524404322	1.83870186873814
exposure	outcome	I6Thxz	h1QrQG	NA	rs186184916	0.328632589517384	0.103323819408407	0.00146966234510249	0.126117903476907	0.531147275557862	1.38906740389545	1.13441591197873	1.70088257066076
exposure	outcome	I6Thxz	h1QrQG	NA	rs189189723	-0.162363913043478	0.110821739130435	0.142896139966625	-0.37957452173913	0.0548466956521739	0.850131774199473	0.684152439284517	1.0563786548205
exposure	outcome	I6Thxz	h1QrQG	NA	rs190459087	-0.346212490180676	0.315015710919089	0.271753909747474	-0.96364328358209	0.271218303220738	0.707362163621984	0.381500436693967	1.31156135720326
exposure	outcome	I6Thxz	h1QrQG	NA	rs192521781	-0.142710805084746	0.261509004237288	0.585258129326868	-0.65526845338983	0.369846843220339	0.867004766013408	0.519302635320225	1.44751290127083
exposure	outcome	I6Thxz	h1QrQG	NA	rs1962032	0.301393442622951	0.22844262295082	0.18705554042416	-0.146354098360656	0.749140983606557	1.35174106948087	0.86385176052869	2.11518225974674
exposure	outcome	I6Thxz	h1QrQG	NA	rs2043055	-0.175910282258065	0.245917338709677	0.474409595788965	-0.657908266129032	0.306087701612903	0.838693225624119	0.517933581425994	1.35810140900913
exposure	outcome	I6Thxz	h1QrQG	NA	rs2077620	-0.11926357827476	0.12826357827476	0.352458080154079	-0.370660191693291	0.13213303514377	0.887573824750358	0.690278464066217	1.14126013687486
