id	nsnp	method	b	se	or	or_lci95	or_uci95	pvalue
AC008746.12	22	Inverse variance weighted	-0.04085148	0.008411772	0.959971695	0.944274328	0.97593001	1.195E-06
AC009299.3	36	Inverse variance weighted	-0.0345032	0.008662468	0.966085248	0.94982109	0.982627903	6.80313E-05
AC009403.2	3	Inverse variance weighted	0.06083	0.030391905	1.062718237	1.001262663	1.127945836	0.045336399
AC009506.1	43	Inverse variance weighted	0.016525675	0.007511013	1.016662979	1.001805717	1.031740581	0.027793242
AC009961.3	12	Inverse variance weighted	0.043037689	0.017965849	1.04397724	1.007855318	1.081393786	0.016596458
AC010982.1	42	Inverse variance weighted	0.036171349	0.014492345	1.036833491	1.007796588	1.066707014	0.012564036
AC011893.3	29	Inverse variance weighted	-0.025284137	0.009626779	0.97503283	0.956807915	0.993604886	0.008628372
AC012454.4	22	Inverse variance weighted	0.016752322	0.008357095	1.016893429	1.000372485	1.033687213	0.045009806
AC013400.2	8	Inverse variance weighted	-0.102116155	0.043298798	0.902924667	0.829458833	0.982897428	0.018353596
AC016683.6	56	Inverse variance weighted	-0.035860788	0.009833287	0.964774592	0.946358299	0.98354927	0.000265447
AC017099.3	37	Inverse variance weighted	0.03225745	0.01267077	1.032783361	1.007450357	1.05875338	0.010902263
AC020571.3	2	Inverse variance weighted	0.123007188	0.062651222	1.13089255	1.000210815	1.278648402	0.049603831
AC068491.1	18	Inverse variance weighted	-0.043882195	0.019895511	0.957066698	0.920463993	0.995124929	0.02740971
AC068831.10	5	Inverse variance weighted	-0.064371653	0.026487697	0.937656452	0.890219213	0.987621485	0.015088526
AC083949.1	13	Inverse variance weighted	-0.036956453	0.017802665	0.963718101	0.930670788	0.997938896	0.037903711
AC092171.4	2	Inverse variance weighted	-0.160656868	0.065742726	0.851584226	0.748628351	0.968699213	0.014536671
AC093495.4	16	Inverse variance weighted	0.030922331	0.013257704	1.031405393	1.00494944	1.058557816	0.019679408
AC093838.4	16	Inverse variance weighted	0.025268672	0.012115621	1.025590631	1.001523214	1.050236408	0.037012382
AC098823.3	6	Inverse variance weighted	0.076852317	0.033918182	1.079882584	1.010426663	1.154112849	0.023462727
AC099552.2	7	Inverse variance weighted	-0.070293423	0.021449251	0.932120274	0.893745737	0.972142489	0.001048431
AC104532.4	2	Inverse variance weighted	0.109431147	0.046238149	1.115643253	1.018982291	1.221473502	0.017948187
AC104634.3	5	Inverse variance weighted	0.068125184	0.023826001	1.07049931	1.021657412	1.12167617	0.004246052
AC108463.3	5	Inverse variance weighted	0.135870356	0.041279926	1.145533372	1.056500151	1.242069587	0.000996762
AC108488.3	17	Inverse variance weighted	0.030132612	0.011303104	1.030591193	1.008010442	1.053677783	0.007678925
AC113189.5	19	Inverse variance weighted	-0.025580406	0.011263194	0.974744	0.953461468	0.996501588	0.023137883
AC125238.4	16	Inverse variance weighted	0.034888209	0.012306236	1.035503943	1.010826169	1.060784186	0.004582535
AC128709.1	32	Inverse variance weighted	0.019019109	0.009391356	1.019201124	1.000612237	1.038135346	0.042849742
AC159540.1	33	Inverse variance weighted	0.015839445	0.007438679	1.015965554	1.001260428	1.030886649	0.033226489
ACACB	45	Inverse variance weighted	-0.035473962	0.015309699	0.965147864	0.936616868	0.994547966	0.020498793
ACADSB	4	Inverse variance weighted	0.227506271	0.107915331	1.255465313	1.016120783	1.551186807	0.035014358
ACAT1	20	Inverse variance weighted	0.03046393	0.015468394	1.030932704	1.000145888	1.062667209	0.048903654
ACBD6	6	Inverse variance weighted	-0.090387198	0.044431007	0.913577381	0.837384469	0.996703022	0.041918634
ACOT4	45	Inverse variance weighted	0.037126788	0.010948368	1.037824596	1.015791373	1.060335735	0.000696179
ACOX1	56	Inverse variance weighted	-0.027407189	0.012191148	0.972964981	0.949991883	0.996493623	0.024568406
ACP1	7	Inverse variance weighted	0.148654578	0.051411278	1.160272137	1.049053651	1.283281775	0.003834345
ACP6	31	Inverse variance weighted	-0.03876072	0.014621386	0.961980864	0.934803776	0.989948058	0.008026316
ACTA2	98	Inverse variance weighted	0.027532015	0.007538807	1.027914523	1.012837657	1.04321582	0.000260167
ACTBP8	55	Inverse variance weighted	-0.014845599	0.005642609	0.985264054	0.974427546	0.996221073	0.008513874
ACTN3	9	Inverse variance weighted	0.193334657	0.047720662	1.213288761	1.104952292	1.332247219	5.09159E-05
ACTR1B	16	Inverse variance weighted	-0.069527733	0.021674172	0.932834263	0.894036112	0.973316122	0.001337261
ACVR1	8	Inverse variance weighted	0.091346552	0.042316356	1.095648639	1.008441929	1.190396696	0.030876687
ACYP2	50	Inverse variance weighted	0.032372132	0.013791426	1.032901809	1.005355225	1.061203166	0.018911798
ADAM10	13	Inverse variance weighted	0.064519577	0.02744975	1.06664646	1.010775711	1.125605472	0.018750155
ADAM15	41	Inverse variance weighted	-0.031652698	0.012657892	0.968843005	0.945102241	0.993180132	0.01239728
ADAM1A	13	Inverse variance weighted	0.047657915	0.013696413	1.048811811	1.021031046	1.07734845	0.00050218
ADAMTS13	7	Inverse variance weighted	-0.088414538	0.040516489	0.915381338	0.845500215	0.99103818	0.029095769
ADAMTS2	5	Inverse variance weighted	-0.124103113	0.06139739	0.883288758	0.783141411	0.996242847	0.043247761
ADAMTSL2	12	Inverse variance weighted	-0.055702204	0.019415849	0.945820755	0.910503744	0.982507658	0.004118969
ADCK1	53	Inverse variance weighted	0.031899553	0.009937077	1.032413797	1.012500367	1.052718876	0.001326636
ADCY10P1	47	Inverse variance weighted	0.02980847	0.011154525	1.03025719	1.007977251	1.053029596	0.007532859
ADCY9	44	Inverse variance weighted	0.033177568	0.015703509	1.033734081	1.002401569	1.066045967	0.034622288
ADD1	10	Inverse variance weighted	-0.133657429	0.050044968	0.874889726	0.793147902	0.965055861	0.007568275
ADD3	20	Inverse variance weighted	-0.08661349	0.030740474	0.917031469	0.863410687	0.973982288	0.004838831
ADK	60	Inverse variance weighted	0.019848319	0.008388467	1.020046607	1.003412734	1.036956224	0.017974464
ADPRHL1	4	Inverse variance weighted	0.281662038	0.090324693	1.325330733	1.110294882	1.582013555	0.001818801
ADSSL1	2	Inverse variance weighted	-0.288718927	0.13730061	0.749222762	0.572451008	0.980581289	0.035481215
ADTRP	15	Inverse variance weighted	0.040960032	0.020501923	1.041810466	1.000776564	1.084526842	0.045731525
AF131215.2	110	Inverse variance weighted	0.030974644	0.005264067	1.03145935	1.020871907	1.042156596	4.00066E-09
AF131215.9	117	Inverse variance weighted	0.028228822	0.004937594	1.028631031	1.018724279	1.038634122	1.08344E-08
AFAP1	74	Inverse variance weighted	-0.021447584	0.007205089	0.97878078	0.965055603	0.992701158	0.002913433
AGA	73	Inverse variance weighted	0.036840252	0.009238491	1.037527264	1.01890937	1.056485352	6.67193E-05
AGAP1	26	Inverse variance weighted	0.056867694	0.022793144	1.058515753	1.012267771	1.106876691	0.012597583
AGAP4	37	Inverse variance weighted	-0.023882397	0.00796056	0.97640053	0.961284282	0.991754483	0.002698997
AGER	15	Inverse variance weighted	0.180665802	0.045154498	1.198014738	1.096543529	1.308875822	6.30597E-05
AGGF1	3	Inverse variance weighted	0.284794267	0.099369949	1.32948848	1.094206199	1.615362462	0.004156943
AIF1	13	Inverse variance weighted	0.091105244	0.034620544	1.095384282	1.023521342	1.172292825	0.00849996
AIFM2	16	Inverse variance weighted	0.082189944	0.031429392	1.085662005	1.020801738	1.154643401	0.008921013
AIM2	11	Inverse variance weighted	0.082186676	0.036229627	1.085658457	1.011239299	1.165554272	0.023299139
AK4	8	Inverse variance weighted	-0.096917177	0.041801607	0.907631176	0.836232724	0.985125705	0.020421968
AK8	4	Inverse variance weighted	0.229693469	0.065258671	1.258214269	1.10714704	1.429894213	0.000431972
AKIRIN1	5	Inverse variance weighted	-0.111987398	0.056712648	0.894055524	0.799999491	0.999169737	0.048308346
AKIRIN2	5	Inverse variance weighted	0.219399261	0.053017857	1.245328389	1.122416849	1.381699498	3.50019E-05
AKR7A2	29	Inverse variance weighted	0.055800835	0.023024905	1.057387068	1.01072917	1.106198817	0.015371794
AKR7A3	13	Inverse variance weighted	0.103175211	0.045083477	1.108685645	1.01492183	1.211111855	0.022106262
AKT1	15	Inverse variance weighted	0.064092057	0.027351275	1.066190545	1.010538702	1.124907215	0.019114356
AL133216.1	2	Inverse variance weighted	0.057091684	0.022104302	1.058752876	1.013862456	1.105630894	0.009799323
AL512428.1	20	Inverse variance weighted	-0.030697315	0.011336387	0.969769063	0.948459079	0.991557839	0.006771916
ALDH16A1	17	Inverse variance weighted	0.040753702	0.0151384	1.041595531	1.011144076	1.072964058	0.007100906
ALDH18A1	10	Inverse variance weighted	0.094851167	0.045397576	1.099495201	1.00588919	1.201811998	0.036676743
ALDH1A1	35	Inverse variance weighted	0.044195388	0.021862987	1.045186552	1.001344838	1.090947781	0.043231055
ALDH9A1	34	Inverse variance weighted	0.038627156	0.013609565	1.039382883	1.012024124	1.067481252	0.004536365
ALDOC	16	Inverse variance weighted	-0.105535766	0.025096407	0.899842288	0.85665096	0.945211272	2.60835E-05
ALG1L10P	6	Inverse variance weighted	-0.0312625	0.015453024	0.969221119	0.940305528	0.999025901	0.043066254
ALG3	6	Inverse variance weighted	-0.17057797	0.064679464	0.843177344	0.742784201	0.957139413	0.008357338
ALG6	4	Inverse variance weighted	-0.141801908	0.067181059	0.867793143	0.760729997	0.989924075	0.034794463
ALG8	5	Inverse variance weighted	0.16305909	0.062604071	1.177106243	1.041180442	1.330777116	0.009197932
ALKBH2	4	Inverse variance weighted	0.145198094	0.059580482	1.156268598	1.028828061	1.299495145	0.014809363
ALOX12	5	Inverse variance weighted	-0.103493279	0.052678308	0.901682082	0.813228816	0.999756233	0.049457306
ALS2	51	Inverse variance weighted	-0.024672842	0.010633356	0.975629044	0.955506014	0.996175867	0.020323305
AMDHD1	62	Inverse variance weighted	-0.041726114	0.010326701	0.959132437	0.939914422	0.978743394	5.33136E-05
AMFR	60	Inverse variance weighted	0.02337655	0.011572289	1.023651923	1.000695105	1.04713539	0.043378669
ANAPC7	5	Inverse variance weighted	-0.173541167	0.078088977	0.840682542	0.721375436	0.979721655	0.026259549
ANGEL1	29	Inverse variance weighted	0.045349832	0.017323784	1.046393858	1.011460388	1.082533849	0.00885042
ANGPT1	48	Inverse variance weighted	-0.030979789	0.014090289	0.969495167	0.943086986	0.996642826	0.027901937
ANGPT2	3	Inverse variance weighted	-0.284293235	0.117680651	0.75254594	0.597532077	0.947774042	0.015700567
ANK3	54	Inverse variance weighted	-0.038688315	0.012737178	0.962050519	0.938330371	0.986370292	0.002386031
ANKDD1A	78	Inverse variance weighted	0.014524264	0.006924509	1.014630253	1.00095268	1.028494725	0.035947979
ANKLE1	10	Inverse variance weighted	-0.072493733	0.030823987	0.930071575	0.875544983	0.987993937	0.018679754
ANKMY1	47	Inverse variance weighted	0.030375673	0.014116399	1.030841721	1.0027112	1.059761429	0.031413079
ANKRD18A	5	Inverse variance weighted	-0.140930559	0.06832392	0.868549623	0.75968953	0.993008877	0.039142798
ANKRD19P	7	Inverse variance weighted	0.103094919	0.052242032	1.108596631	1.000700783	1.228125842	0.048448931
ANKRD22	5	Inverse variance weighted	-0.198007985	0.054971536	0.820363302	0.736569122	0.913690144	0.000315767
ANKRD26	17	Inverse variance weighted	-0.078750657	0.028117061	0.924270356	0.874712431	0.976636046	0.005097389
ANKRD36	17	Inverse variance weighted	-0.11010501	0.023726298	0.895740069	0.855038695	0.9383789	3.47346E-06
ANKRD36B	23	Inverse variance weighted	0.024172798	0.010963872	1.024467329	1.002687213	1.046720547	0.027470354
ANKRD36C	2	Inverse variance weighted	-0.209606525	0.084054952	0.810903253	0.687733253	0.956132459	0.012642488
ANKRD40	3	Inverse variance weighted	0.196076993	0.078456688	1.216620573	1.04320936	1.418857687	0.012448282
ANKRD6	12	Inverse variance weighted	0.147023909	0.049290093	1.158381659	1.051707807	1.275875351	0.002855977
ANTXR2	15	Inverse variance weighted	-0.050852805	0.025069426	0.950418557	0.904847481	0.998284743	0.04251138
ANXA1	34	Inverse variance weighted	0.077214968	0.015339934	1.080274275	1.048277874	1.113247297	4.81374E-07
ANXA2R	20	Inverse variance weighted	0.08046564	0.02671626	1.083791607	1.028500349	1.142055273	0.002596522
AP000783.1	8	Inverse variance weighted	-0.071605741	0.032683428	0.930897839	0.873134857	0.992482179	0.028459875
AP001062.7	9	Inverse variance weighted	0.035192745	0.017540499	1.035819339	1.000813698	1.072049379	0.0448167
AP001189.4	37	Inverse variance weighted	0.029329756	0.006820944	1.02976411	1.016088759	1.043623514	1.70832E-05
AP001469.9	20	Inverse variance weighted	0.030374883	0.010798221	1.030840907	1.009252917	1.052890665	0.004908888
AP003068.23	58	Inverse variance weighted	-0.01590911	0.007506021	0.984216771	0.96984316	0.998803407	0.034047114
AP003774.6	30	Inverse variance weighted	0.021188069	0.007126052	1.02141413	1.007247141	1.035780378	0.002945924
AP2M1	14	Inverse variance weighted	0.117941696	0.028951209	1.125178508	1.063108672	1.190872304	4.62504E-05
AP3M1	24	Inverse variance weighted	0.039618877	0.018962239	1.040414173	1.002455899	1.079809747	0.036675647
AP4B1-AS1	5	Inverse variance weighted	-0.059623012	0.028269172	0.942119635	0.891338879	0.995793437	0.034934418
APAF1	19	Inverse variance weighted	0.08417123	0.028615789	1.087815144	1.028482364	1.150570811	0.003267048
APBA3	11	Inverse variance weighted	0.11451283	0.043483472	1.121327027	1.029718253	1.221085766	0.008451496
APBB3	13	Inverse variance weighted	0.102405247	0.036494506	1.107832326	1.031357623	1.189977595	0.00501536
APMAP	17	Inverse variance weighted	0.092055306	0.035715605	1.096425459	1.022297678	1.175928317	0.009953132
APOBEC3C	24	Inverse variance weighted	-0.057633033	0.020642261	0.9439963	0.906565619	0.982972435	0.005238461
APOLD1	15	Inverse variance weighted	0.0764032	0.032961045	1.0793977	1.011869441	1.151432534	0.02045015
APRT	11	Inverse variance weighted	-0.0911299	0.034270617	0.912899118	0.853593402	0.976325258	0.007834357
AQP10	19	Inverse variance weighted	0.086138764	0.021046466	1.089957564	1.045910386	1.135859732	4.26214E-05
ARF1	2	Inverse variance weighted	-0.306084069	0.128493643	0.736324715	0.57239177	0.947208038	0.017214454
ARF4	12	Inverse variance weighted	0.130453489	0.037122594	1.139344946	1.059389929	1.225334384	0.000441203
ARFGAP2	5	Inverse variance weighted	0.177019027	0.066665095	1.193653804	1.047446649	1.360269189	0.007922663
ARHGAP15	52	Inverse variance weighted	-0.043833624	0.01380654	0.957113185	0.93156022	0.983367075	0.001499166
ARHGAP19	39	Inverse variance weighted	0.032682541	0.013554194	1.033222481	1.006135063	1.061039154	0.01589798
ARHGAP23	2	Inverse variance weighted	-0.252412514	0.123458385	0.77692418	0.60994228	0.989620166	0.040902701
ARHGAP32	27	Inverse variance weighted	-0.069947163	0.028567981	0.932443086	0.881667388	0.986142984	0.014347386
ARID5A	16	Inverse variance weighted	-0.089273657	0.030106523	0.914595254	0.862187563	0.970188525	0.003024276
ARIH2	10	Inverse variance weighted	-0.098318359	0.048984128	0.90636031	0.823388407	0.997693196	0.044733983
ARL6IP1	9	Inverse variance weighted	-0.065445022	0.032122979	0.936650541	0.879496178	0.9975191	0.041617255
ARL8B	11	Inverse variance weighted	-0.099129512	0.038222454	0.905625411	0.840258647	0.976077293	0.00950076
ARRB2	32	Inverse variance weighted	0.041972325	0.017065083	1.042865617	1.008561202	1.078336835	0.013911358
ARRDC5	39	Inverse variance weighted	0.033553589	0.015361895	1.03412286	1.003450212	1.065733083	0.0289469
ASB1	36	Inverse variance weighted	0.049268507	0.01619415	1.05050238	1.01768249	1.084380701	0.002347274
ASCC1	32	Inverse variance weighted	0.043386513	0.019505416	1.044341468	1.005169212	1.085040299	0.026126143
ASGR2	56	Inverse variance weighted	-0.031238766	0.012840113	0.969244123	0.945155904	0.993946254	0.01497826
ASL	16	Inverse variance weighted	-0.08103125	0.032003711	0.922164873	0.866096865	0.981862524	0.011343568
ASPDH	12	Inverse variance weighted	0.109214652	0.036912569	1.115401748	1.037553997	1.199090421	0.003089007
ASTE1	4	Inverse variance weighted	0.348102837	0.103398696	1.416377898	1.156549951	1.734578216	0.000760989
ASTN2	4	Inverse variance weighted	-0.211468992	0.073079049	0.809394378	0.701381072	0.934041829	0.003807293
ASXL1	13	Inverse variance weighted	0.071886119	0.034686159	1.074532968	1.003908867	1.150125413	0.038221377
ATAD5	3	Inverse variance weighted	-0.225417082	0.104626926	0.798183241	0.650193117	0.979857323	0.031202203
ATE1	5	Inverse variance weighted	-0.172965494	0.066372848	0.84116664	0.738557533	0.958031412	0.009161511
ATF6B	13	Inverse variance weighted	0.1510824	0.032548298	1.163092493	1.091210616	1.239709483	3.45402E-06
ATG10	38	Inverse variance weighted	-0.039298574	0.014562733	0.961463599	0.934408537	0.989302018	0.006963783
ATG14	2	Inverse variance weighted	0.227185972	0.115753053	1.255063253	1.000310037	1.574695557	0.049683599
ATIC	12	Inverse variance weighted	0.056980566	0.028913152	1.058635236	1.000310835	1.120360316	0.048752595
ATL3	11	Inverse variance weighted	0.081897796	0.0356616	1.085344877	1.012073362	1.163921062	0.021645817
ATP10A	22	Inverse variance weighted	0.069153939	0.02098774	1.071601157	1.028414162	1.116601738	0.000984328
ATP11B	14	Inverse variance weighted	0.119351227	0.037524878	1.126765599	1.046867599	1.212761497	0.001469758
ATP1B1	48	Inverse variance weighted	0.062044381	0.016583028	1.064009565	1.029982329	1.09916095	0.00018297
ATP5G2	2	Inverse variance weighted	-0.200666916	0.097317789	0.818184911	0.676103044	0.990125032	0.03921005
ATP5O	8	Inverse variance weighted	-0.11939726	0.05173435	0.88745518	0.801879778	0.982163061	0.021005178
ATP5S	17	Inverse variance weighted	-0.085157254	0.033630116	0.918367856	0.85978555	0.980941724	0.011335822
ATP5SL	15	Inverse variance weighted	0.097924924	0.037380546	1.102879983	1.024965603	1.186717147	0.008801331
ATP6AP1L	52	Inverse variance weighted	-0.044819032	0.011846899	0.956170503	0.934224081	0.978632481	0.000154833
ATP6V1G2	16	Inverse variance weighted	0.063170591	0.027962708	1.065208538	1.008398756	1.125218792	0.023877083
ATP7B	18	Inverse variance weighted	0.070822237	0.02759959	1.073390399	1.01686772	1.133054897	0.010286069
ATP8A2	6	Inverse variance weighted	-0.186733569	0.063423736	0.829664756	0.732681571	0.939485357	0.003237675
ATP8B4	53	Inverse variance weighted	-0.027829913	0.012721581	0.972553772	0.948603655	0.997108575	0.02869771
ATP9A	42	Inverse variance weighted	0.042607664	0.012846955	1.0435284	1.017580378	1.07013809	0.000911339
ATP9B	33	Inverse variance weighted	-0.048234744	0.016132348	0.952910071	0.923250997	0.983521932	0.002790328
ATPAF1	9	Inverse variance weighted	0.118074271	0.046536904	1.125327688	1.027225973	1.232798272	0.011173735
ATPAF2	18	Inverse variance weighted	0.042342484	0.020546426	1.043251714	1.002073635	1.086121918	0.039320227
ATPIF1	15	Inverse variance weighted	0.131195418	0.030382073	1.140190574	1.074275579	1.210149955	1.57317E-05
ATRAID	25	Inverse variance weighted	-0.086372554	0.028014915	0.917252442	0.868244616	0.9690265	0.00204862
AVEN	7	Inverse variance weighted	0.139990093	0.053423524	1.150262403	1.035909708	1.277238339	0.008783107
AVIL	14	Inverse variance weighted	-0.051759854	0.019669159	0.949556872	0.913646627	0.986878544	0.008500298
B3GALT6	15	Inverse variance weighted	-0.04379401	0.021378452	0.957151101	0.917873428	0.998109545	0.040509883
B3GNT1	4	Inverse variance weighted	-0.128172724	0.058778383	0.87970142	0.783974837	0.987116617	0.029212281
B4GALT4	46	Inverse variance weighted	-0.044107039	0.015344795	0.956851531	0.928501913	0.986066739	0.004047993
B4GALT7	20	Inverse variance weighted	-0.066354303	0.026954586	0.935799249	0.887643312	0.986567716	0.013827745
B9D2	3	Inverse variance weighted	0.214668384	0.079278028	1.239450808	1.061075959	1.44781181	0.006773253
BABAM1	17	Inverse variance weighted	0.056149361	0.026321902	1.057755659	1.004568838	1.113758452	0.032909945
BAIAP3	35	Inverse variance weighted	0.052788062	0.016460072	1.054206196	1.020738435	1.08877129	0.001341097
BBS12	10	Inverse variance weighted	-0.107485252	0.049635189	0.898089768	0.814834526	0.989851564	0.030349029
BBS2	86	Inverse variance weighted	-0.019772293	0.00868739	0.980421897	0.963869296	0.997258756	0.02284744
BCKDHA	7	Inverse variance weighted	-0.093535121	0.037788648	0.910706032	0.845691307	0.980718934	0.013315508
BCL9	13	Inverse variance weighted	0.058868561	0.027303621	1.060635823	1.00536782	1.118942069	0.031078074
BECN1	17	Inverse variance weighted	0.054930107	0.020472431	1.056466772	1.014914267	1.099720516	0.007293755
BEND7	18	Inverse variance weighted	-0.05712643	0.028743141	0.944474652	0.892737239	0.999210439	0.046869186
BICC1	6	Inverse variance weighted	0.125862851	0.060500098	1.134126614	1.007309243	1.276909931	0.037491211
BLK	115	Inverse variance weighted	-0.060419813	0.011079198	0.941369251	0.921147558	0.962034866	4.94028E-08
BLM	43	Inverse variance weighted	-0.03172256	0.012899164	0.968775321	0.94458942	0.993580495	0.013921887
BLOC1S3	2	Inverse variance weighted	-0.217017728	0.082934483	0.8049157	0.684156001	0.946990573	0.008877472
BMP2K	5	Inverse variance weighted	0.117665137	0.058266884	1.124867372	1.003468045	1.260953561	0.043443893
BPHL	8	Inverse variance weighted	0.122624583	0.057132472	1.130459948	1.010701797	1.264408253	0.031847434
BRAT1	14	Inverse variance weighted	-0.049814324	0.02175322	0.951406061	0.911694215	0.992847688	0.022022783
BRD7	33	Inverse variance weighted	-0.033975971	0.014089552	0.966594731	0.940266914	0.993659737	0.015890097
BRK1	60	Inverse variance weighted	-0.022060494	0.010250187	0.978181059	0.958725136	0.998031812	0.031381286
BTBD10	13	Inverse variance weighted	0.045481914	0.020081996	1.046532077	1.006139975	1.088545745	0.023524314
BTBD3	4	Inverse variance weighted	0.188802404	0.091513857	1.207802272	1.009479897	1.445087052	0.039102956
BTBD9	4	Inverse variance weighted	0.228023939	0.111407571	1.256115395	1.009711958	1.562649501	0.040682202
BTN2A1	32	Inverse variance weighted	-0.064868692	0.016686759	0.937190516	0.907034547	0.968349074	0.000101309
BTN2A2	25	Inverse variance weighted	-0.07834262	0.024001567	0.924647569	0.882156597	0.96918521	0.001098268
BTN3A1	30	Inverse variance weighted	-0.063511126	0.016165108	0.938463677	0.909195863	0.968673649	8.53346E-05
BTN3A2	63	Inverse variance weighted	0.020153888	0.009495315	1.020358349	1.001544261	1.039525861	0.033795056
BZRAP1-AS1	13	Inverse variance weighted	0.07978303	0.020298553	1.083052053	1.040808554	1.127010096	8.47769E-05
C10orf54	13	Inverse variance weighted	-0.089574779	0.045470601	0.914319891	0.836359147	0.999547701	0.04884418
C10orf68	5	Inverse variance weighted	0.112912886	0.051121937	1.119534402	1.012795054	1.237523102	0.027195701
C14orf132	29	Inverse variance weighted	-0.042472934	0.015836775	0.958416406	0.929124056	0.988632251	0.007320136
C15orf40	18	Inverse variance weighted	-0.108456861	0.030444903	0.897217599	0.8452449	0.952386013	0.000367483
C15orf61	10	Inverse variance weighted	0.096807691	0.037244728	1.101648497	1.024093698	1.185076534	0.009343258
C17orf103	16	Inverse variance weighted	0.067516116	0.02703356	1.069847501	1.014636417	1.128062875	0.012507507
C17orf51	14	Inverse variance weighted	-0.100189575	0.031703478	0.904665899	0.850161972	0.962664076	0.001576567
C17orf66	4	Inverse variance weighted	0.133311742	0.06592972	1.142606141	1.004097865	1.300220666	0.043173455
C17orf67	14	Inverse variance weighted	-0.05895041	0.023788748	0.942753519	0.899805765	0.987751171	0.013209168
C17orf80	26	Inverse variance weighted	-0.065201424	0.019114746	0.936878735	0.90242804	0.972644603	0.000647123
C18orf25	7	Inverse variance weighted	0.148703922	0.050179126	1.16032939	1.051642088	1.280249535	0.003041998
C18orf8	19	Inverse variance weighted	-0.083914424	0.026744139	0.919509941	0.872552079	0.968994918	0.001702934
C19orf25	3	Inverse variance weighted	-0.124390353	0.055606159	0.883035078	0.79185386	0.984715726	0.025287073
C19orf54	31	Inverse variance weighted	-0.051772611	0.02084135	0.949544758	0.911538308	0.989135882	0.012986862
C1orf105	3	Inverse variance weighted	0.246965795	0.07000937	1.280135326	1.115996167	1.468415842	0.000419329
C1orf109	15	Inverse variance weighted	0.088341027	0.033020164	1.092360583	1.023902702	1.16539554	0.00746477
C1orf122	14	Inverse variance weighted	-0.071258897	0.029615851	0.93122077	0.87870507	0.986875064	0.016123556
C1orf145	8	Inverse variance weighted	0.071478695	0.02198352	1.074095267	1.028797862	1.121387092	0.00114811
C1orf194	6	Inverse variance weighted	0.241586351	0.066194594	1.273267399	1.118339445	1.44965813	0.000262609
C1orf226	5	Inverse variance weighted	0.126934739	0.059233979	1.135342921	1.010895064	1.275111132	0.032118085
